#time	topic  value
0	base_line	79235.50833
60000000000	base_line	79235.50833
120000000000	base_line	79235.50833
180000000000	base_line	79235.50833
240000000000	base_line	79235.50833
300000000000	base_line	79235.50833
360000000000	base_line	79235.50833
420000000000	base_line	79235.50833
480000000000	base_line	79235.50833
540000000000	base_line	79235.50833
600000000000	base_line	79235.50833
660000000000	base_line	79235.50833
720000000000	base_line	79235.50833
780000000000	base_line	79235.50833
840000000000	base_line	79235.50833
900000000000	base_line	79235.50833
960000000000	base_line	79235.50833
1020000000000	base_line	79235.50833
1080000000000	base_line	79235.50833
1140000000000	base_line	79235.50833
1200000000000	base_line	79235.50833
1260000000000	base_line	79235.50833
1320000000000	base_line	79235.50833
1380000000000	base_line	79235.50833
1440000000000	base_line	79235.50833
1500000000000	base_line	79235.50833
1560000000000	base_line	79235.50833
1620000000000	base_line	79235.50833
1680000000000	base_line	79235.50833
1740000000000	base_line	79235.50833
1800000000000	base_line	79235.50833
1860000000000	base_line	79235.50833
1920000000000	base_line	79235.50833
1980000000000	base_line	79235.50833
2040000000000	base_line	79235.50833
2100000000000	base_line	79235.50833
2160000000000	base_line	79235.50833
2220000000000	base_line	79235.50833
2280000000000	base_line	79235.50833
2340000000000	base_line	79235.50833
2400000000000	base_line	79235.50833
2460000000000	base_line	79235.50833
2520000000000	base_line	79235.50833
2580000000000	base_line	79235.50833
2640000000000	base_line	79235.50833
2700000000000	base_line	79235.50833
2760000000000	base_line	79235.50833
2820000000000	base_line	79235.50833
2880000000000	base_line	79235.50833
2940000000000	base_line	79235.50833
3000000000000	base_line	79235.50833
3060000000000	base_line	79235.50833
3120000000000	base_line	79235.50833
3180000000000	base_line	79235.50833
3240000000000	base_line	79235.50833
3300000000000	base_line	79235.50833
3360000000000	base_line	79235.50833
3420000000000	base_line	79235.50833
3480000000000	base_line	79235.50833
3540000000000	base_line	79235.50833
3600000000000	base_line	95334.375
3660000000000	base_line	95334.375
3720000000000	base_line	95334.375
3780000000000	base_line	95334.375
3840000000000	base_line	95334.375
3900000000000	base_line	95334.375
3960000000000	base_line	95334.375
4020000000000	base_line	95334.375
4080000000000	base_line	95334.375
4140000000000	base_line	95334.375
4200000000000	base_line	95334.375
4260000000000	base_line	95334.375
4320000000000	base_line	95334.375
4380000000000	base_line	95334.375
4440000000000	base_line	95334.375
4500000000000	base_line	95334.375
4560000000000	base_line	95334.375
4620000000000	base_line	95334.375
4680000000000	base_line	95334.375
4740000000000	base_line	95334.375
4800000000000	base_line	95334.375
4860000000000	base_line	95334.375
4920000000000	base_line	95334.375
4980000000000	base_line	95334.375
5040000000000	base_line	95334.375
5100000000000	base_line	95334.375
5160000000000	base_line	95334.375
5220000000000	base_line	95334.375
5280000000000	base_line	95334.375
