#time	topic  value
15000000000000   clear_price   -0.2
15060000000000   clear_price   -0.2
15120000000000   clear_price   -0.2
15180000000000   clear_price   -0.2
15240000000000   clear_price   -0.2
15300000000000   clear_price   -0.2
15360000000000   clear_price   -0.2
15420000000000   clear_price   -0.2
15480000000000   clear_price   -0.2
15540000000000   clear_price   -0.2
15600000000000   clear_price   -0.2
15660000000000   clear_price   -0.2
15720000000000   clear_price   -0.2
15780000000000   clear_price   -0.2
15840000000000   clear_price   -0.2
15900000000000   clear_price   -0.2
15960000000000   clear_price   -0.2
16020000000000   clear_price   -0.2
16080000000000   clear_price   -0.2
16140000000000   clear_price   -0.2
16200000000000   clear_price   -0.2
16260000000000   clear_price   -0.2
16320000000000   clear_price   -0.2
16380000000000   clear_price   -0.2
16440000000000   clear_price   -0.2
16500000000000   clear_price   -0.2
16560000000000   clear_price   -0.2
16620000000000   clear_price   -0.2
16680000000000   clear_price   -0.2
16740000000000   clear_price   -0.2
16800000000000   clear_price   -0.2
16860000000000   clear_price   -0.2
16920000000000   clear_price   -0.2
16980000000000   clear_price   -0.2
17040000000000   clear_price   -0.2
17100000000000   clear_price   -0.2
17160000000000   clear_price   -0.2
17220000000000   clear_price   -0.2
17280000000000   clear_price   -0.2
17340000000000   clear_price   -0.2
17400000000000   clear_price   -0.2
17460000000000   clear_price   -0.2
17520000000000   clear_price   -0.2
17580000000000   clear_price   -0.2
17640000000000   clear_price   -0.2
17700000000000   clear_price   -0.2
17760000000000   clear_price   -0.2
17820000000000   clear_price   -0.2
17880000000000   clear_price   -0.2
17940000000000   clear_price   -0.2
18000000000000   clear_price   -0.2
18060000000000   clear_price   -0.2
18120000000000   clear_price   -0.2
18180000000000   clear_price   -0.2
18240000000000   clear_price   -0.2
18300000000000   clear_price   -0.2
18360000000000   clear_price   -0.2
18420000000000   clear_price   -0.2
18480000000000   clear_price   -0.2
18540000000000   clear_price   -0.2
18600000000000   clear_price   -0.2
18660000000000   clear_price   -0.2
18720000000000   clear_price   -0.2
18780000000000   clear_price   -0.2
18840000000000   clear_price   -0.2
18900000000000   clear_price   -0.2
18960000000000   clear_price   -0.2
19020000000000   clear_price   -0.2
19080000000000   clear_price   -0.2
19140000000000   clear_price   -0.2
19200000000000   clear_price   -0.2
19260000000000   clear_price   -0.2
19320000000000   clear_price   -0.2
19380000000000   clear_price   -0.2
19440000000000   clear_price   -0.2
19500000000000   clear_price   -0.2
19560000000000   clear_price   -0.2
19620000000000   clear_price   -0.2
19680000000000   clear_price   -0.2
19740000000000   clear_price   -0.2
19800000000000   clear_price   -0.2
19860000000000   clear_price   -0.2
19920000000000   clear_price   -0.2
19980000000000   clear_price   -0.2
20040000000000   clear_price   -0.2
20100000000000   clear_price   -0.2
20160000000000   clear_price   -0.2
20220000000000   clear_price   -0.2
20280000000000   clear_price   -0.2
20340000000000   clear_price   -0.2
20400000000000   clear_price   -0.2
20460000000000   clear_price   -0.2
20520000000000   clear_price   -0.2
20580000000000   clear_price   -0.2
20640000000000   clear_price   -0.2
20700000000000   clear_price   -0.2
20760000000000   clear_price   -0.2
20820000000000   clear_price   -0.2
20880000000000   clear_price   -0.2
20940000000000   clear_price   -0.2
21000000000000   clear_price   -0.2
21060000000000   clear_price   -0.2
21120000000000   clear_price   -0.2
21180000000000   clear_price   -0.2
21240000000000   clear_price   -0.2
21300000000000   clear_price   -0.2
21360000000000   clear_price   -0.2
21420000000000   clear_price   -0.2
21480000000000   clear_price   -0.2
21540000000000   clear_price   -0.2
21600000000000   clear_price   -0.2
21660000000000   clear_price   -0.2
21720000000000   clear_price   -0.2
21780000000000   clear_price   -0.2
21840000000000   clear_price   -0.2
21900000000000   clear_price   -0.2
21960000000000   clear_price   -0.2
22020000000000   clear_price   -0.2
22080000000000   clear_price   -0.2
22140000000000   clear_price   -0.2
22200000000000   clear_price   -0.2
22260000000000   clear_price   -0.2
22320000000000   clear_price   -0.2
22380000000000   clear_price   -0.2
22440000000000   clear_price   -0.2
22500000000000   clear_price   -0.2
22560000000000   clear_price   -0.2
22620000000000   clear_price   -0.2
22680000000000   clear_price   -0.2
22740000000000   clear_price   -0.2
22800000000000   clear_price   -0.2
22860000000000   clear_price   -0.2
22920000000000   clear_price   -0.2
22980000000000   clear_price   -0.2
23040000000000   clear_price   -0.2
23100000000000   clear_price   -0.2
23160000000000   clear_price   -0.2
23220000000000   clear_price   -0.2
23280000000000   clear_price   -0.2
23340000000000   clear_price   -0.2
23400000000000   clear_price   -0.2
23460000000000   clear_price   -0.2
23520000000000   clear_price   -0.2
23580000000000   clear_price   -0.2
23640000000000   clear_price   -0.2
23700000000000   clear_price   -0.2
23760000000000   clear_price   -0.2
23820000000000   clear_price   -0.2
23880000000000   clear_price   -0.2
23940000000000   clear_price   -0.2
24000000000000   clear_price   -0.2
24060000000000   clear_price   -0.2
24120000000000   clear_price   -0.2
24180000000000   clear_price   -0.2
24240000000000   clear_price   -0.2
24300000000000   clear_price   -0.2
24360000000000   clear_price   -0.2
24420000000000   clear_price   -0.2
24480000000000   clear_price   -0.2
24540000000000   clear_price   -0.2
24600000000000   clear_price   -0.2
24660000000000   clear_price   -0.2
24720000000000   clear_price   -0.2
24780000000000   clear_price   -0.2
24840000000000   clear_price   -0.2
24900000000000   clear_price   -0.2
24960000000000   clear_price   -0.2
25020000000000   clear_price   -0.2
25080000000000   clear_price   -0.2
25140000000000   clear_price   -0.2
25200000000000   clear_price   -0.2
25260000000000   clear_price   -0.2
25320000000000   clear_price   -0.2
25380000000000   clear_price   -0.2
25440000000000   clear_price   -0.2
25500000000000   clear_price   -0.2
25560000000000   clear_price   -0.2
25620000000000   clear_price   -0.2
25680000000000   clear_price   -0.2
25740000000000   clear_price   -0.2
25800000000000   clear_price   -0.2
25860000000000   clear_price   -0.2
25920000000000   clear_price   -0.2
25980000000000   clear_price   -0.2
26040000000000   clear_price   -0.2
26100000000000   clear_price   -0.2
26160000000000   clear_price   -0.2
26220000000000   clear_price   -0.2
26280000000000   clear_price   -0.2
26340000000000   clear_price   -0.2
26400000000000   clear_price   -0.2
26460000000000   clear_price   -0.2
26520000000000   clear_price   -0.2
26580000000000   clear_price   -0.2
26640000000000   clear_price   -0.2
26700000000000   clear_price   -0.2
26760000000000   clear_price   -0.2
26820000000000   clear_price   -0.2
26880000000000   clear_price   -0.2
26940000000000   clear_price   -0.2
27000000000000   clear_price   -0.2
27060000000000   clear_price   -0.2
27120000000000   clear_price   -0.2
27180000000000   clear_price   -0.2
27240000000000   clear_price   -0.2
27300000000000   clear_price   -0.2
27360000000000   clear_price   -0.2
27420000000000   clear_price   -0.2
27480000000000   clear_price   -0.2
27540000000000   clear_price   -0.2
27600000000000   clear_price   -0.2
27660000000000   clear_price   -0.2
27720000000000   clear_price   -0.2
27780000000000   clear_price   -0.2
27840000000000   clear_price   -0.2
27900000000000   clear_price   -0.2
27960000000000   clear_price   -0.2
28020000000000   clear_price   -0.2
28080000000000   clear_price   -0.2
28140000000000   clear_price   -0.2
28200000000000   clear_price   -0.2
28260000000000   clear_price   -0.2
28320000000000   clear_price   -0.2
28380000000000   clear_price   -0.2
28440000000000   clear_price   -0.2
28500000000000   clear_price   -0.2
28560000000000   clear_price   -0.2
28620000000000   clear_price   -0.2
28680000000000   clear_price   -0.2
28740000000000   clear_price   -0.2
28800000000000   clear_price   -0.2
28860000000000   clear_price   -0.2
28920000000000   clear_price   -0.2
28980000000000   clear_price   -0.2
29040000000000   clear_price   -0.2
29100000000000   clear_price   -0.2
29160000000000   clear_price   -0.2
29220000000000   clear_price   -0.2
29280000000000   clear_price   -0.2
29340000000000   clear_price   -0.2
29400000000000   clear_price   -0.2
29460000000000   clear_price   -0.2
29520000000000   clear_price   -0.2
29580000000000   clear_price   -0.2
29640000000000   clear_price   -0.2
29700000000000   clear_price   -0.2
29760000000000   clear_price   -0.2
29820000000000   clear_price   -0.2
29880000000000   clear_price   -0.2
29940000000000   clear_price   -0.2
30000000000000   clear_price   -0.2
30060000000000   clear_price   -0.2
30120000000000   clear_price   -0.2
30180000000000   clear_price   -0.2
30240000000000   clear_price   -0.2
30300000000000   clear_price   -0.2
30360000000000   clear_price   -0.2
30420000000000   clear_price   -0.2
30480000000000   clear_price   -0.2
30540000000000   clear_price   -0.2
30600000000000   clear_price   -0.2
30660000000000   clear_price   -0.2
30720000000000   clear_price   -0.2
30780000000000   clear_price   -0.2
30840000000000   clear_price   -0.2
30900000000000   clear_price   -0.2
30960000000000   clear_price   -0.2
31020000000000   clear_price   -0.2
31080000000000   clear_price   -0.2
31140000000000   clear_price   -0.2
31200000000000   clear_price   -0.2
31260000000000   clear_price   -0.2
31320000000000   clear_price   -0.2
31380000000000   clear_price   -0.2
31440000000000   clear_price   -0.2
31500000000000   clear_price   -0.2
31560000000000   clear_price   -0.2
31620000000000   clear_price   -0.2
31680000000000   clear_price   -0.2
31740000000000   clear_price   -0.2
31800000000000   clear_price   -0.2
31860000000000   clear_price   -0.2
31920000000000   clear_price   -0.2
31980000000000   clear_price   -0.2
32040000000000   clear_price   -0.2
32100000000000   clear_price   -0.2
32160000000000   clear_price   -0.2
32220000000000   clear_price   -0.2
32280000000000   clear_price   -0.2
32340000000000   clear_price   -0.2
32400000000000   clear_price   0
32460000000000   clear_price   0
32520000000000   clear_price   0
32580000000000   clear_price   0
32640000000000   clear_price   0
32700000000000   clear_price   0
32760000000000   clear_price   0
32820000000000   clear_price   0
32880000000000   clear_price   0
32940000000000   clear_price   0
33000000000000   clear_price   0
33060000000000   clear_price   0
33120000000000   clear_price   0
33180000000000   clear_price   0
33240000000000   clear_price   0
33300000000000   clear_price   0
33360000000000   clear_price   0
33420000000000   clear_price   0
33480000000000   clear_price   0
33540000000000   clear_price   0
33600000000000   clear_price   0
33660000000000   clear_price   0
33720000000000   clear_price   0
33780000000000   clear_price   0
33840000000000   clear_price   0
33900000000000   clear_price   0
33960000000000   clear_price   0
34020000000000   clear_price   0
34080000000000   clear_price   0
34140000000000   clear_price   0
34200000000000   clear_price   0
34260000000000   clear_price   0
34320000000000   clear_price   0
34380000000000   clear_price   0
34440000000000   clear_price   0
34500000000000   clear_price   0
34560000000000   clear_price   0
34620000000000   clear_price   0
34680000000000   clear_price   0
34740000000000   clear_price   0
34800000000000   clear_price   0
34860000000000   clear_price   0
34920000000000   clear_price   0
34980000000000   clear_price   0
35040000000000   clear_price   0
35100000000000   clear_price   0
35160000000000   clear_price   0
35220000000000   clear_price   0
35280000000000   clear_price   0
35340000000000   clear_price   0
35400000000000   clear_price   0
35460000000000   clear_price   0
35520000000000   clear_price   0
35580000000000   clear_price   0
35640000000000   clear_price   0
35700000000000   clear_price   0
35760000000000   clear_price   0
35820000000000   clear_price   0
35880000000000   clear_price   0
35940000000000   clear_price   0
36000000000000   clear_price   0
36060000000000   clear_price   0
36120000000000   clear_price   0
36180000000000   clear_price   0
36240000000000   clear_price   0
36300000000000   clear_price   0
36360000000000   clear_price   0
36420000000000   clear_price   0
36480000000000   clear_price   0
36540000000000   clear_price   0
36600000000000   clear_price   0
36660000000000   clear_price   0
36720000000000   clear_price   0
36780000000000   clear_price   0
36840000000000   clear_price   0
36900000000000   clear_price   0
36960000000000   clear_price   0
37020000000000   clear_price   0
37080000000000   clear_price   0
37140000000000   clear_price   0
37200000000000   clear_price   0
37260000000000   clear_price   0
37320000000000   clear_price   0
37380000000000   clear_price   0
37440000000000   clear_price   0
37500000000000   clear_price   0
37560000000000   clear_price   0
37620000000000   clear_price   0
37680000000000   clear_price   0
37740000000000   clear_price   0
37800000000000   clear_price   0
37860000000000   clear_price   0
37920000000000   clear_price   0
37980000000000   clear_price   0
38040000000000   clear_price   0
38100000000000   clear_price   0
38160000000000   clear_price   0
38220000000000   clear_price   0
38280000000000   clear_price   0
38340000000000   clear_price   0
38400000000000   clear_price   0
38460000000000   clear_price   0
38520000000000   clear_price   0
38580000000000   clear_price   0
38640000000000   clear_price   0
38700000000000   clear_price   0
