# file...... house_11_2.csv
# date...... Wed Jul 26 22:24:25 2017
# user...... hieutn
# host...... (null)
# target.... house 1941
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,cooling_setpoint,heating_setpoint,air_temperature,outdoor_temperature,hvac_load,last_cooling_load,system_mode
2004-07-01 00:00:00 CDT,+72,+70,+70.6919,+78.982,+0,+0,OFF
2004-07-01 00:05:00 CDT,+72,+70,+71.2819,+78.817,+0,+0,OFF
2004-07-01 00:10:00 CDT,+72,+70,+71.5658,+78.652,+0,+0,OFF
2004-07-01 00:15:00 CDT,+72,+70,+71.7497,+78.487,+0,+0,OFF
2004-07-01 00:20:00 CDT,+72,+70,+71.8984,+78.322,+0,+0,OFF
2004-07-01 00:25:00 CDT,+72,+70,+72.0323,+78.157,+0,+0,OFF
2004-07-01 00:30:00 CDT,+72,+70,+72.1579,+77.992,+0,+0,OFF
2004-07-01 00:35:00 CDT,+72,+70,+72.2773,+77.827,+0,+0,OFF
2004-07-01 00:40:00 CDT,+72,+70,+72.3914,+77.662,+0,+0,OFF
2004-07-01 00:45:00 CDT,+72,+70,+72.5003,+77.497,+3.06359,+3.06359,COOL
2004-07-01 00:50:00 CDT,+72,+70,+71.728,+77.332,+0,+3.06184,OFF
2004-07-01 00:55:00 CDT,+72,+70,+72.2305,+77.167,+0,+3.06184,OFF
2004-07-01 01:00:00 CDT,+72,+70,+72.4554,+77.002,+0,+3.06184,OFF
2004-07-01 01:05:00 CDT,+72,+70,+71.4606,+76.837,+0,+3.04961,OFF
2004-07-01 01:10:00 CDT,+72,+70,+72.1332,+76.672,+0,+3.04961,OFF
2004-07-01 01:15:00 CDT,+72,+70,+72.4045,+76.507,+0,+3.04961,OFF
2004-07-01 01:20:00 CDT,+72,+70,+71.1388,+76.342,+3.03549,+3.03549,COOL
2004-07-01 01:25:00 CDT,+72,+70,+71.973,+76.177,+0,+3.03549,OFF
2004-07-01 01:30:00 CDT,+72,+70,+72.3176,+76.012,+0,+3.03549,OFF
2004-07-01 01:35:00 CDT,+72,+70,+72.4771,+75.847,+0,+3.03549,OFF
2004-07-01 01:40:00 CDT,+72,+70,+71.5359,+75.682,+0,+3.02239,OFF
2004-07-01 01:45:00 CDT,+72,+70,+72.1249,+75.517,+0,+3.02239,OFF
2004-07-01 01:50:00 CDT,+72,+70,+72.3562,+75.352,+0,+3.02239,OFF
2004-07-01 01:55:00 CDT,+72,+70,+72.472,+75.187,+0,+3.02239,OFF
2004-07-01 02:00:00 CDT,+72,+70,+71.3851,+75.022,+0,+3.00333,OFF
2004-07-01 02:05:00 CDT,+72,+70,+72.0414,+74.857,+0,+3.00333,OFF
2004-07-01 02:10:00 CDT,+72,+70,+72.2857,+74.692,+0,+3.00333,OFF
2004-07-01 02:15:00 CDT,+72,+70,+72.3975,+74.527,+0,+3.00333,OFF
2004-07-01 02:20:00 CDT,+72,+70,+72.4649,+74.362,+0,+3.00333,OFF
2004-07-01 02:25:00 CDT,+72,+70,+71.2649,+74.197,+2.98367,+2.98367,COOL
2004-07-01 02:30:00 CDT,+72,+70,+71.856,+74.032,+0,+2.98316,OFF
2004-07-01 02:35:00 CDT,+72,+70,+72.1767,+73.867,+0,+2.98316,OFF
