# file...... house_12_5.csv
# date...... Wed Jul 26 22:24:25 2017
# user...... hieutn
# host...... (null)
# target.... house 2073
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,cooling_setpoint,heating_setpoint,air_temperature,outdoor_temperature,hvac_load,last_cooling_load,system_mode
2004-07-01 00:00:00 CDT,+72,+70,+70.5441,+78.982,+0,+0,OFF
2004-07-01 00:05:00 CDT,+72,+70,+71.1702,+78.817,+0,+0,OFF
2004-07-01 00:10:00 CDT,+72,+70,+71.4583,+78.652,+0,+0,OFF
2004-07-01 00:15:00 CDT,+72,+70,+71.6581,+78.487,+0,+0,OFF
2004-07-01 00:20:00 CDT,+72,+70,+71.8313,+78.322,+0,+0,OFF
2004-07-01 00:25:00 CDT,+72,+70,+71.9932,+78.157,+0,+0,OFF
2004-07-01 00:30:00 CDT,+72,+70,+72.1476,+77.992,+0,+0,OFF
2004-07-01 00:35:00 CDT,+72,+70,+72.2955,+77.827,+0,+0,OFF
2004-07-01 00:40:00 CDT,+72,+70,+72.4374,+77.662,+0,+0,OFF
2004-07-01 00:45:00 CDT,+72,+70,+71.0229,+77.497,+0,+2.26789,OFF
2004-07-01 00:50:00 CDT,+72,+70,+72.0344,+77.332,+0,+2.26789,OFF
2004-07-01 00:55:00 CDT,+72,+70,+72.382,+77.167,+0,+2.26789,OFF
2004-07-01 01:00:00 CDT,+72,+70,+70.7771,+77.002,+2.25793,+2.25793,COOL
2004-07-01 01:05:00 CDT,+72,+70,+71.9465,+76.837,+0,+2.25787,OFF
2004-07-01 01:10:00 CDT,+72,+70,+72.3378,+76.672,+0,+2.25787,OFF
2004-07-01 01:15:00 CDT,+72,+70,+71.8515,+76.507,+2.24936,+2.24936,COOL
2004-07-01 01:20:00 CDT,+72,+70,+71.7382,+76.342,+0,+2.24845,OFF
2004-07-01 01:25:00 CDT,+72,+70,+72.2434,+76.177,+0,+2.24845,OFF
2004-07-01 01:30:00 CDT,+72,+70,+72.4463,+76.012,+0,+2.24845,OFF
2004-07-01 01:35:00 CDT,+72,+70,+71.1023,+75.847,+0,+2.23932,OFF
2004-07-01 01:40:00 CDT,+72,+70,+72.0211,+75.682,+0,+2.23932,OFF
2004-07-01 01:45:00 CDT,+72,+70,+72.3203,+75.517,+0,+2.23932,OFF
2004-07-01 01:50:00 CDT,+72,+70,+72.4627,+75.352,+0,+2.23932,OFF
2004-07-01 01:55:00 CDT,+72,+70,+71.1586,+75.187,+0,+2.2276,OFF
2004-07-01 02:00:00 CDT,+72,+70,+72.0132,+75.022,+0,+2.2276,OFF
2004-07-01 02:05:00 CDT,+72,+70,+72.2837,+74.857,+0,+2.2276,OFF
2004-07-01 02:10:00 CDT,+72,+70,+72.4088,+74.692,+0,+2.2276,OFF
2004-07-01 02:15:00 CDT,+72,+70,+72.4946,+74.527,+0,+2.2276,OFF
2004-07-01 02:20:00 CDT,+72,+70,+71.4823,+74.362,+0,+2.21357,OFF
2004-07-01 02:25:00 CDT,+72,+70,+72.0768,+74.197,+0,+2.21357,OFF
2004-07-01 02:30:00 CDT,+72,+70,+72.2738,+74.032,+0,+2.21357,OFF
2004-07-01 02:35:00 CDT,+72,+70,+72.3693,+73.867,+0,+2.21357,OFF
2004-07-01 02:40:00 CDT,+72,+70,+72.4366,+73.702,+0,+2.21357,OFF
2004-07-01 02:45:00 CDT,+72,+70,+72.4936,+73.537,+0,+2.21357,OFF
2004-07-01 02:50:00 CDT,+72,+70,+71.4039,+73.372,+0,+2.1958,OFF
2004-07-01 02:55:00 CDT,+72,+70,+72.0201,+73.207,+0,+2.1958,OFF
2004-07-01 03:00:00 CDT,+72,+70,+72.2089,+73.042,+0,+2.1958,OFF
2004-07-01 03:05:00 CDT,+72,+70,+72.2873,+72.877,+0,+2.1958,OFF
2004-07-01 03:10:00 CDT,+72,+70,+72.3367,+72.712,+0,+2.1958,OFF
2004-07-01 03:15:00 CDT,+72,+70,+72.3758,+72.547,+0,+2.1958,OFF
