# file...... house_10_12.csv
# date...... Wed Jul 26 22:24:25 2017
# user...... hieutn
# host...... (null)
# target.... house 1925
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,cooling_setpoint,heating_setpoint,air_temperature,outdoor_temperature,hvac_load,last_cooling_load,system_mode
2004-07-01 00:00:00 CDT,+72,+70,+72.3033,+78.982,+0,+0,OFF
2004-07-01 00:05:00 CDT,+72,+70,+71.7679,+78.817,+0,+4.04574,OFF
2004-07-01 00:10:00 CDT,+72,+70,+72.0984,+78.652,+4.04222,+4.04222,COOL
2004-07-01 00:15:00 CDT,+72,+70,+72.1116,+78.487,+0,+4.03859,OFF
2004-07-01 00:20:00 CDT,+72,+70,+71.3122,+78.322,+4.0283,+4.0283,COOL
2004-07-01 00:25:00 CDT,+72,+70,+72.2447,+78.157,+0,+4.0283,OFF
2004-07-01 00:30:00 CDT,+72,+70,+71.3674,+77.992,+0,+4.01828,OFF
2004-07-01 00:35:00 CDT,+72,+70,+72.263,+77.827,+0,+4.01828,OFF
2004-07-01 00:40:00 CDT,+72,+70,+71.2909,+77.662,+0,+4.00897,OFF
2004-07-01 00:45:00 CDT,+72,+70,+72.1945,+77.497,+0,+4.00897,OFF
2004-07-01 00:50:00 CDT,+72,+70,+71.6131,+77.332,+4.00032,+4.00032,COOL
2004-07-01 00:55:00 CDT,+72,+70,+72.028,+77.167,+0,+4.00014,OFF
2004-07-01 01:00:00 CDT,+72,+70,+72.4587,+77.002,+0,+4.00014,OFF
2004-07-01 01:05:00 CDT,+72,+70,+71.6706,+76.837,+0,+3.98647,OFF
2004-07-01 01:10:00 CDT,+72,+70,+72.2707,+76.672,+0,+3.98647,OFF
2004-07-01 01:15:00 CDT,+72,+70,+71.8999,+76.507,+3.97362,+3.97362,COOL
2004-07-01 01:20:00 CDT,+72,+70,+71.8879,+76.342,+0,+3.97333,OFF
2004-07-01 01:25:00 CDT,+72,+70,+72.3244,+76.177,+0,+3.97333,OFF
2004-07-01 01:30:00 CDT,+72,+70,+71.9272,+76.012,+3.95716,+3.95716,COOL
2004-07-01 01:35:00 CDT,+72,+70,+71.8449,+75.847,+0,+3.959,OFF
2004-07-01 01:40:00 CDT,+72,+70,+72.2706,+75.682,+0,+3.959,OFF
2004-07-01 01:45:00 CDT,+72,+70,+72.4592,+75.517,+0,+3.959,OFF
2004-07-01 01:50:00 CDT,+72,+70,+71.411,+75.352,+0,+3.93778,OFF
2004-07-01 01:55:00 CDT,+72,+70,+72.0637,+75.187,+0,+3.93778,OFF
2004-07-01 02:00:00 CDT,+72,+70,+72.3248,+75.022,+0,+3.93778,OFF
2004-07-01 02:05:00 CDT,+72,+70,+72.447,+74.857,+0,+3.93778,OFF
2004-07-01 02:10:00 CDT,+72,+70,+71.3633,+74.692,+3.91605,+3.91605,COOL
2004-07-01 02:15:00 CDT,+72,+70,+71.8608,+74.527,+0,+3.91747,OFF
