# file...... house_1_8.csv
# date...... Wed Jul 26 22:24:25 2017
# user...... hieutn
# host...... (null)
# target.... house 931
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,cooling_setpoint,heating_setpoint,air_temperature,outdoor_temperature,hvac_load,last_cooling_load,system_mode
2004-07-01 00:00:00 CDT,+72,+70,+71.9111,+78.982,+0,+0,OFF
2004-07-01 00:05:00 CDT,+72,+70,+72.3968,+78.817,+0,+0,OFF
2004-07-01 00:10:00 CDT,+72,+70,+71.5504,+78.652,+0,+4.05071,OFF
2004-07-01 00:15:00 CDT,+72,+70,+72.2383,+78.487,+0,+4.05071,OFF
2004-07-01 00:20:00 CDT,+72,+70,+71.8204,+78.322,+4.0389,+4.0389,COOL
2004-07-01 00:25:00 CDT,+72,+70,+71.9991,+78.157,+0,+4.04021,OFF
2004-07-01 00:30:00 CDT,+72,+70,+72.4221,+77.992,+0,+4.04021,OFF
2004-07-01 00:35:00 CDT,+72,+70,+71.5845,+77.827,+0,+4.02652,OFF
2004-07-01 00:40:00 CDT,+72,+70,+72.2262,+77.662,+0,+4.02652,OFF
2004-07-01 00:45:00 CDT,+72,+70,+72.3066,+77.497,+4.01415,+4.01415,COOL
2004-07-01 00:50:00 CDT,+72,+70,+71.8623,+77.332,+0,+4.01107,OFF
2004-07-01 00:55:00 CDT,+72,+70,+72.3223,+77.167,+0,+4.01107,OFF
2004-07-01 01:00:00 CDT,+72,+70,+71.738,+77.002,+3.99909,+3.99909,COOL
2004-07-01 01:05:00 CDT,+72,+70,+71.9438,+76.837,+0,+3.99977,OFF
2004-07-01 01:10:00 CDT,+72,+70,+72.3322,+76.672,+0,+3.99977,OFF
2004-07-01 01:15:00 CDT,+72,+70,+72.0789,+76.507,+3.98284,+3.98284,COOL
2004-07-01 01:20:00 CDT,+72,+70,+71.8519,+76.342,+0,+3.98246,OFF
2004-07-01 01:25:00 CDT,+72,+70,+72.2647,+76.177,+0,+3.98246,OFF
2004-07-01 01:30:00 CDT,+72,+70,+72.4524,+76.012,+0,+3.98246,OFF
2004-07-01 01:35:00 CDT,+72,+70,+71.4214,+75.847,+0,+3.96506,OFF
2004-07-01 01:40:00 CDT,+72,+70,+72.0606,+75.682,+0,+3.96506,OFF
