# file...... house_1_7.csv
# date...... Wed Jul 26 22:24:25 2017
# user...... hieutn
# host...... (null)
# target.... house 922
# trigger... (none)
# interval.. 300
# limit..... 0
# timestamp,cooling_setpoint,heating_setpoint,air_temperature,outdoor_temperature,hvac_load,last_cooling_load,system_mode
2004-07-01 00:00:00 CDT,+72,+70,+69.5526,+78.982,+0,+0,OFF
2004-07-01 00:05:00 CDT,+72,+70,+70.1089,+78.817,+0,+0,OFF
2004-07-01 00:10:00 CDT,+72,+70,+70.3881,+78.652,+0,+0,OFF
2004-07-01 00:15:00 CDT,+72,+70,+70.5691,+78.487,+0,+0,OFF
2004-07-01 00:20:00 CDT,+72,+70,+70.7134,+78.322,+0,+0,OFF
2004-07-01 00:25:00 CDT,+72,+70,+70.8423,+78.157,+0,+0,OFF
2004-07-01 00:30:00 CDT,+72,+70,+70.963,+77.992,+0,+0,OFF
2004-07-01 00:35:00 CDT,+72,+70,+71.0781,+77.827,+0,+0,OFF
2004-07-01 00:40:00 CDT,+72,+70,+71.1886,+77.662,+0,+0,OFF
2004-07-01 00:45:00 CDT,+72,+70,+71.2949,+77.497,+0,+0,OFF
2004-07-01 00:50:00 CDT,+72,+70,+71.3971,+77.332,+0,+0,OFF
2004-07-01 00:55:00 CDT,+72,+70,+71.4953,+77.167,+0,+0,OFF
2004-07-01 01:00:00 CDT,+72,+70,+71.5896,+77.002,+0,+0,OFF
2004-07-01 01:05:00 CDT,+72,+70,+71.6771,+76.837,+0,+0,OFF
2004-07-01 01:10:00 CDT,+72,+70,+71.7618,+76.672,+0,+0,OFF
2004-07-01 01:15:00 CDT,+72,+70,+71.8432,+76.507,+0,+0,OFF
2004-07-01 01:20:00 CDT,+72,+70,+71.9209,+76.342,+0,+0,OFF
2004-07-01 01:25:00 CDT,+72,+70,+71.9952,+76.177,+0,+0,OFF
2004-07-01 01:30:00 CDT,+72,+70,+72.0659,+76.012,+0,+0,OFF
2004-07-01 01:35:00 CDT,+72,+70,+72.1331,+75.847,+0,+0,OFF
2004-07-01 01:40:00 CDT,+72,+70,+72.1968,+75.682,+0,+0,OFF
2004-07-01 01:45:00 CDT,+72,+70,+72.2572,+75.517,+0,+0,OFF
2004-07-01 01:50:00 CDT,+72,+70,+72.3142,+75.352,+0,+0,OFF
2004-07-01 01:55:00 CDT,+72,+70,+72.3679,+75.187,+0,+0,OFF
2004-07-01 02:00:00 CDT,+72,+70,+72.4184,+75.022,+0,+0,OFF
2004-07-01 02:05:00 CDT,+72,+70,+72.4639,+74.857,+0,+0,OFF
2004-07-01 02:10:00 CDT,+72,+70,+71.9644,+74.692,+3.01706,+3.01706,COOL
2004-07-01 02:15:00 CDT,+72,+70,+71.8773,+74.527,+0,+3.01573,OFF
2004-07-01 02:20:00 CDT,+72,+70,+72.1967,+74.362,+0,+3.01573,OFF
2004-07-01 02:25:00 CDT,+72,+70,+72.3304,+74.197,+0,+3.01573,OFF
2004-07-01 02:30:00 CDT,+72,+70,+72.3982,+74.032,+0,+3.01573,OFF
2004-07-01 02:35:00 CDT,+72,+70,+72.4414,+73.867,+0,+3.01573,OFF
2004-07-01 02:40:00 CDT,+72,+70,+72.4741,+73.702,+0,+3.01573,OFF
2004-07-01 02:45:00 CDT,+72,+70,+72.3147,+73.537,+2.98835,+2.98835,COOL
2004-07-01 02:50:00 CDT,+72,+70,+71.7979,+73.372,+0,+2.98783,OFF
2004-07-01 02:55:00 CDT,+72,+70,+72.1373,+73.207,+0,+2.98783,OFF
2004-07-01 03:00:00 CDT,+72,+70,+72.2671,+73.042,+0,+2.98783,OFF
2004-07-01 03:05:00 CDT,+72,+70,+72.3221,+72.877,+0,+2.98783,OFF
2004-07-01 03:10:00 CDT,+72,+70,+72.3503,+72.712,+0,+2.98783,OFF
2004-07-01 03:15:00 CDT,+72,+70,+72.3672,+72.547,+0,+2.98783,OFF
2004-07-01 03:20:00 CDT,+72,+70,+72.3788,+72.382,+0,+2.98783,OFF
2004-07-01 03:25:00 CDT,+72,+70,+72.3867,+72.217,+0,+2.98783,OFF
2004-07-01 03:30:00 CDT,+72,+70,+72.3923,+72.052,+0,+2.98783,OFF
2004-07-01 03:35:00 CDT,+72,+70,+72.395,+71.887,+0,+2.98783,OFF
2004-07-01 03:40:00 CDT,+72,+70,+72.3948,+71.722,+0,+2.98783,OFF
2004-07-01 03:45:00 CDT,+72,+70,+72.3926,+71.557,+0,+2.98783,OFF
2004-07-01 03:50:00 CDT,+72,+70,+72.3891,+71.392,+0,+2.98783,OFF
2004-07-01 03:55:00 CDT,+72,+70,+72.3845,+71.227,+0,+2.98783,OFF
2004-07-01 04:00:00 CDT,+72,+70,+72.3763,+71.062,+0,+2.98783,OFF
2004-07-01 04:05:00 CDT,+72,+70,+72.3657,+70.897,+0,+2.98783,OFF
2004-07-01 04:10:00 CDT,+72,+70,+72.3525,+70.732,+0,+2.98783,OFF
2004-07-01 04:15:00 CDT,+72,+70,+72.337,+70.567,+0,+2.98783,OFF
2004-07-01 04:20:00 CDT,+72,+70,+72.3192,+70.402,+0,+2.98783,OFF
2004-07-01 04:25:00 CDT,+72,+70,+72.2977,+70.237,+0,+2.98783,OFF
2004-07-01 04:30:00 CDT,+72,+70,+72.2764,+70.072,+0,+2.98783,OFF
2004-07-01 04:35:00 CDT,+72,+70,+72.2524,+69.907,+0,+2.98783,OFF
2004-07-01 04:40:00 CDT,+72,+70,+72.2262,+69.742,+0,+2.98783,OFF
2004-07-01 04:45:00 CDT,+72,+70,+72.1978,+69.577,+0,+2.98783,OFF
2004-07-01 04:50:00 CDT,+72,+70,+72.1674,+69.412,+0,+2.98783,OFF
2004-07-01 04:55:00 CDT,+72,+70,+72.135,+69.247,+0,+2.98783,OFF
2004-07-01 05:00:00 CDT,+72,+70,+72.1007,+69.082,+0,+2.98783,OFF
2004-07-01 05:05:00 CDT,+72,+70,+72.0665,+69.082,+0,+2.98783,OFF
2004-07-01 05:10:00 CDT,+72,+70,+72.0388,+69.082,+0,+2.98783,OFF
2004-07-01 05:15:00 CDT,+72,+70,+72.0134,+69.082,+0,+2.98783,OFF
2004-07-01 05:20:00 CDT,+72,+70,+71.9892,+69.082,+0,+2.98783,OFF
2004-07-01 05:25:00 CDT,+72,+70,+71.9655,+69.082,+0,+2.98783,OFF
2004-07-01 05:30:00 CDT,+72,+70,+71.9423,+69.082,+0,+2.98783,OFF
2004-07-01 05:35:00 CDT,+72,+70,+71.9195,+69.082,+0,+2.98783,OFF
2004-07-01 05:40:00 CDT,+72,+70,+71.897,+69.082,+0,+2.98783,OFF
2004-07-01 05:45:00 CDT,+72,+70,+71.8748,+69.082,+0,+2.98783,OFF
2004-07-01 05:50:00 CDT,+72,+70,+71.853,+69.082,+0,+2.98783,OFF
2004-07-01 05:55:00 CDT,+72,+70,+71.8314,+69.082,+0,+2.98783,OFF
2004-07-01 06:00:00 CDT,+72,+70,+71.8102,+69.082,+0,+2.98783,OFF
2004-07-01 06:05:00 CDT,+72,+70,+71.7961,+69.157,+0,+2.98783,OFF
2004-07-01 06:10:00 CDT,+72,+70,+71.7856,+69.232,+0,+2.98783,OFF
2004-07-01 06:15:00 CDT,+72,+70,+71.7776,+69.307,+0,+2.98783,OFF
2004-07-01 06:20:00 CDT,+72,+70,+71.7717,+69.382,+0,+2.98783,OFF
2004-07-01 06:25:00 CDT,+72,+70,+71.7677,+69.457,+0,+2.98783,OFF
2004-07-01 06:30:00 CDT,+72,+70,+71.7657,+69.532,+0,+2.98783,OFF
2004-07-01 06:35:00 CDT,+72,+70,+71.7656,+69.607,+0,+2.98783,OFF
2004-07-01 06:40:00 CDT,+72,+70,+71.7674,+69.682,+0,+2.98783,OFF
2004-07-01 06:45:00 CDT,+72,+70,+71.7709,+69.757,+0,+2.98783,OFF
2004-07-01 06:50:00 CDT,+72,+70,+71.7762,+69.832,+0,+2.98783,OFF
2004-07-01 06:55:00 CDT,+72,+70,+71.7833,+69.907,+0,+2.98783,OFF
2004-07-01 07:00:00 CDT,+72,+70,+71.7922,+69.982,+0,+2.98783,OFF
2004-07-01 07:05:00 CDT,+72,+70,+71.8108,+70.147,+0,+2.98783,OFF
2004-07-01 07:10:00 CDT,+72,+70,+71.8439,+70.312,+0,+2.98783,OFF
2004-07-01 07:15:00 CDT,+72,+70,+71.8871,+70.477,+0,+2.98783,OFF
2004-07-01 07:20:00 CDT,+72,+70,+71.9387,+70.642,+0,+2.98783,OFF
2004-07-01 07:25:00 CDT,+72,+70,+71.9982,+70.807,+0,+2.98783,OFF
2004-07-01 07:30:00 CDT,+72,+70,+72.0741,+70.972,+0,+2.98783,OFF
2004-07-01 07:35:00 CDT,+72,+70,+72.1519,+71.137,+0,+2.98783,OFF
2004-07-01 07:40:00 CDT,+72,+70,+72.237,+71.302,+0,+2.98783,OFF
2004-07-01 07:45:00 CDT,+72,+70,+72.33,+71.467,+0,+2.98783,OFF
2004-07-01 07:50:00 CDT,+72,+70,+72.4295,+71.632,+0,+2.98783,OFF
2004-07-01 07:55:00 CDT,+72,+70,+71.5038,+71.797,+2.94916,+2.94916,COOL
2004-07-01 08:00:00 CDT,+72,+70,+72.0369,+71.962,+0,+2.94945,OFF
2004-07-01 08:05:00 CDT,+72,+70,+72.4011,+72.217,+0,+2.94945,OFF
2004-07-01 08:10:00 CDT,+72,+70,+71.5543,+72.472,+0,+2.96433,OFF
2004-07-01 08:15:00 CDT,+72,+70,+72.2433,+72.727,+0,+2.96433,OFF
2004-07-01 08:20:00 CDT,+72,+70,+71.7031,+72.982,+2.97764,+2.97764,COOL
2004-07-01 08:25:00 CDT,+72,+70,+72.1444,+73.237,+0,+2.97895,OFF
2004-07-01 08:30:00 CDT,+72,+70,+71.9039,+73.492,+2.99255,+2.99255,COOL
2004-07-01 08:35:00 CDT,+72,+70,+72.1471,+73.747,+0,+2.99283,OFF
2004-07-01 08:40:00 CDT,+72,+70,+71.6758,+74.002,+3.00532,+3.00532,COOL
2004-07-01 08:45:00 CDT,+72,+70,+72.248,+74.257,+0,+3.00665,OFF
2004-07-01 08:50:00 CDT,+72,+70,+71.5913,+74.512,+0,+3.01628,OFF
2004-07-01 08:55:00 CDT,+72,+70,+72.4163,+74.767,+0,+3.01628,OFF
2004-07-01 09:00:00 CDT,+72,+70,+71.966,+75.022,+0,+3.02491,OFF
2004-07-01 09:05:00 CDT,+72,+70,+71.8285,+75.187,+3.03036,+3.03036,COOL
2004-07-01 09:10:00 CDT,+72,+70,+72.3243,+75.352,+0,+3.032,OFF
2004-07-01 09:15:00 CDT,+72,+70,+71.8821,+75.517,+0,+3.03616,OFF
2004-07-01 09:20:00 CDT,+72,+70,+71.9074,+75.682,+3.04203,+3.04203,COOL
2004-07-01 09:25:00 CDT,+72,+70,+72.3486,+75.847,+0,+3.04362,OFF
2004-07-01 09:30:00 CDT,+72,+70,+71.963,+76.012,+0,+3.04856,OFF
2004-07-01 09:35:00 CDT,+72,+70,+71.6363,+76.177,+3.05696,+3.05696,COOL
2004-07-01 09:40:00 CDT,+72,+70,+72.4548,+76.342,+0,+3.05505,OFF
2004-07-01 09:45:00 CDT,+72,+70,+72.1319,+76.507,+0,+3.06239,OFF
2004-07-01 09:50:00 CDT,+72,+70,+71.681,+76.672,+0,+3.06881,OFF
2004-07-01 09:55:00 CDT,+72,+70,+72.0596,+76.837,+3.07463,+3.07463,COOL
2004-07-01 10:00:00 CDT,+72,+70,+72.3563,+77.002,+0,+3.07471,OFF
2004-07-01 10:05:00 CDT,+72,+70,+72.0193,+77.167,+0,+3.08066,OFF
2004-07-01 10:10:00 CDT,+72,+70,+71.5604,+77.332,+0,+3.0847,OFF
2004-07-01 10:15:00 CDT,+72,+70,+72.1194,+77.497,+3.08878,+3.08878,COOL
2004-07-01 10:20:00 CDT,+72,+70,+72.364,+77.662,+0,+3.09085,OFF
2004-07-01 10:25:00 CDT,+72,+70,+72.0497,+77.827,+0,+3.09656,OFF
2004-07-01 10:30:00 CDT,+72,+70,+71.6479,+77.992,+0,+3.10192,OFF
2004-07-01 10:35:00 CDT,+72,+70,+71.8933,+78.157,+3.10627,+3.10627,COOL
2004-07-01 10:40:00 CDT,+72,+70,+72.483,+78.322,+0,+3.1069,OFF
2004-07-01 10:45:00 CDT,+72,+70,+72.2204,+78.487,+0,+3.11257,OFF
2004-07-01 10:50:00 CDT,+72,+70,+71.8865,+78.652,+0,+3.11682,OFF
2004-07-01 10:55:00 CDT,+72,+70,+71.5238,+78.817,+3.11936,+3.11936,COOL
2004-07-01 11:00:00 CDT,+72,+70,+71.9996,+78.982,+3.12548,+3.12548,COOL
2004-07-01 11:05:00 CDT,+72,+70,+72.4826,+79.147,+0,+3.12437,OFF
2004-07-01 11:10:00 CDT,+72,+70,+72.2443,+79.312,+0,+3.12899,OFF
2004-07-01 11:15:00 CDT,+72,+70,+71.9482,+79.477,+0,+3.13222,OFF
2004-07-01 11:20:00 CDT,+72,+70,+71.5941,+79.642,+0,+3.13684,OFF
2004-07-01 11:25:00 CDT,+72,+70,+71.7715,+79.807,+3.14313,+3.14313,COOL
2004-07-01 11:30:00 CDT,+72,+70,+72.1689,+79.972,+3.14678,+3.14678,COOL
2004-07-01 11:35:00 CDT,+72,+70,+72.4457,+80.137,+0,+3.14381,OFF
2004-07-01 11:40:00 CDT,+72,+70,+72.2095,+80.302,+0,+3.14854,OFF
2004-07-01 11:45:00 CDT,+72,+70,+71.9228,+80.467,+0,+3.15676,OFF
2004-07-01 11:50:00 CDT,+72,+70,+71.58,+80.632,+0,+3.16201,OFF
2004-07-01 11:55:00 CDT,+72,+70,+71.7234,+80.797,+3.1664,+3.1664,COOL
2004-07-01 12:00:00 CDT,+72,+70,+72.0333,+80.962,+3.16927,+3.16927,COOL
2004-07-01 12:05:00 CDT,+72,+70,+72.3848,+81.052,+3.16964,+3.16964,COOL
2004-07-01 12:10:00 CDT,+72,+70,+72.3352,+81.142,+0,+3.17298,OFF
2004-07-01 12:15:00 CDT,+72,+70,+72.0589,+81.232,+0,+3.17495,OFF
2004-07-01 12:20:00 CDT,+72,+70,+71.7339,+81.322,+0,+3.17863,OFF
2004-07-01 12:25:00 CDT,+72,+70,+71.5917,+81.412,+3.17751,+3.17751,COOL
2004-07-01 12:30:00 CDT,+72,+70,+71.8647,+81.502,+3.17946,+3.17946,COOL
2004-07-01 12:35:00 CDT,+72,+70,+72.1722,+81.592,+3.17802,+3.17802,COOL
2004-07-01 12:40:00 CDT,+72,+70,+72.4762,+81.682,+0,+3.18767,OFF
2004-07-01 12:45:00 CDT,+72,+70,+72.2125,+81.772,+0,+3.18782,OFF
2004-07-01 12:50:00 CDT,+72,+70,+71.9016,+81.862,+0,+3.1878,OFF
2004-07-01 12:55:00 CDT,+72,+70,+71.5222,+81.952,+0,+3.18751,OFF
2004-07-01 13:00:00 CDT,+72,+70,+71.7357,+82.042,+3.19269,+3.19269,COOL
2004-07-01 13:05:00 CDT,+72,+70,+72.0224,+82.282,+3.19833,+3.19833,COOL
2004-07-01 13:10:00 CDT,+72,+70,+72.3592,+82.522,+3.20193,+3.20193,COOL
2004-07-01 13:15:00 CDT,+72,+70,+72.327,+82.762,+0,+3.20153,OFF
2004-07-01 13:20:00 CDT,+72,+70,+71.9965,+83.002,+0,+3.20679,OFF
2004-07-01 13:25:00 CDT,+72,+70,+71.588,+83.242,+0,+3.21425,OFF
2004-07-01 13:30:00 CDT,+72,+70,+71.6966,+83.482,+3.21806,+3.21806,COOL
2004-07-01 13:35:00 CDT,+72,+70,+71.9791,+83.722,+3.22379,+3.22379,COOL
2004-07-01 13:40:00 CDT,+72,+70,+72.322,+83.962,+3.22918,+3.22918,COOL
2004-07-01 13:45:00 CDT,+72,+70,+72.329,+84.202,+0,+3.23545,OFF
2004-07-01 13:50:00 CDT,+72,+70,+71.9471,+84.442,+0,+3.2379,OFF
2004-07-01 13:55:00 CDT,+72,+70,+71.5143,+84.682,+3.24602,+3.24602,COOL
2004-07-01 14:00:00 CDT,+72,+70,+71.7623,+84.922,+3.25222,+3.25222,COOL
2004-07-01 14:05:00 CDT,+72,+70,+72.0662,+85.012,+3.25712,+3.25712,COOL
2004-07-01 14:10:00 CDT,+72,+70,+72.4318,+85.102,+3.25695,+3.25695,COOL
2004-07-01 14:15:00 CDT,+72,+70,+72.1931,+85.192,+0,+3.25549,OFF
2004-07-01 14:20:00 CDT,+72,+70,+71.7485,+85.282,+0,+3.25956,OFF
2004-07-01 14:25:00 CDT,+72,+70,+71.6233,+85.372,+3.26483,+3.26483,COOL
2004-07-01 14:30:00 CDT,+72,+70,+71.892,+85.462,+3.26737,+3.26737,COOL
2004-07-01 14:35:00 CDT,+72,+70,+72.2218,+85.552,+3.26983,+3.26983,COOL
2004-07-01 14:40:00 CDT,+72,+70,+72.3968,+85.642,+0,+3.26299,OFF
2004-07-01 14:45:00 CDT,+72,+70,+71.9755,+85.732,+0,+3.26893,OFF
2004-07-01 14:50:00 CDT,+72,+70,+71.5148,+85.822,+3.27183,+3.27183,COOL
2004-07-01 14:55:00 CDT,+72,+70,+71.7577,+85.912,+3.27355,+3.27355,COOL
2004-07-01 15:00:00 CDT,+72,+70,+72.0557,+86.002,+3.27661,+3.27661,COOL
2004-07-01 15:05:00 CDT,+72,+70,+72.4271,+86.002,+3.2772,+3.2772,COOL
2004-07-01 15:10:00 CDT,+72,+70,+72.1691,+86.002,+0,+3.27713,OFF
2004-07-01 15:15:00 CDT,+72,+70,+71.7066,+86.002,+0,+3.27713,OFF
2004-07-01 15:20:00 CDT,+72,+70,+71.6395,+86.002,+3.27464,+3.27464,COOL
2004-07-01 15:25:00 CDT,+72,+70,+71.9131,+86.002,+3.27482,+3.27482,COOL
2004-07-01 15:30:00 CDT,+72,+70,+72.2489,+86.002,+3.27441,+3.27441,COOL
2004-07-01 15:35:00 CDT,+72,+70,+72.3809,+86.002,+0,+3.27788,OFF
2004-07-01 15:40:00 CDT,+72,+70,+71.9912,+86.002,+0,+3.27686,OFF
2004-07-01 15:45:00 CDT,+72,+70,+71.525,+86.002,+0,+3.27828,OFF
2004-07-01 15:50:00 CDT,+72,+70,+71.7197,+86.002,+3.27885,+3.27885,COOL
2004-07-01 15:55:00 CDT,+72,+70,+72.004,+86.002,+3.27825,+3.27825,COOL
2004-07-01 16:00:00 CDT,+72,+70,+72.3364,+86.002,+3.27473,+3.27473,COOL
2004-07-01 16:05:00 CDT,+72,+70,+72.3123,+86.002,+0,+3.28317,OFF
2004-07-01 16:10:00 CDT,+72,+70,+71.9368,+86.002,+0,+3.28323,OFF
2004-07-01 16:15:00 CDT,+72,+70,+71.5067,+86.002,+3.28318,+3.28318,COOL
2004-07-01 16:20:00 CDT,+72,+70,+71.7433,+86.002,+3.28075,+3.28075,COOL
2004-07-01 16:25:00 CDT,+72,+70,+72.024,+86.002,+3.28217,+3.28217,COOL
2004-07-01 16:30:00 CDT,+72,+70,+72.3554,+86.002,+3.28418,+3.28418,COOL
2004-07-01 16:35:00 CDT,+72,+70,+72.2972,+86.002,+0,+3.28238,OFF
2004-07-01 16:40:00 CDT,+72,+70,+71.9309,+86.002,+0,+3.28373,OFF
2004-07-01 16:45:00 CDT,+72,+70,+71.5048,+86.002,+3.28512,+3.28512,COOL
2004-07-01 16:50:00 CDT,+72,+70,+71.7334,+86.002,+3.28116,+3.28116,COOL
2004-07-01 16:55:00 CDT,+72,+70,+72.0129,+86.002,+3.28233,+3.28233,COOL
2004-07-01 17:00:00 CDT,+72,+70,+72.3445,+86.002,+3.28122,+3.28122,COOL
2004-07-01 17:05:00 CDT,+72,+70,+72.315,+85.912,+0,+3.29893,OFF
2004-07-01 17:10:00 CDT,+72,+70,+71.9512,+85.822,+0,+3.29461,OFF
2004-07-01 17:15:00 CDT,+72,+70,+71.5224,+85.732,+0,+3.29239,OFF
2004-07-01 17:20:00 CDT,+72,+70,+71.7134,+85.642,+3.29362,+3.29362,COOL
2004-07-01 17:25:00 CDT,+72,+70,+71.9711,+85.552,+3.29065,+3.29065,COOL
2004-07-01 17:30:00 CDT,+72,+70,+72.2882,+85.462,+3.28897,+3.28897,COOL
2004-07-01 17:35:00 CDT,+72,+70,+72.3858,+85.372,+0,+3.28228,OFF
2004-07-01 17:40:00 CDT,+72,+70,+72.0692,+85.282,+0,+3.28276,OFF
2004-07-01 17:45:00 CDT,+72,+70,+71.7061,+85.192,+0,+3.28104,OFF
2004-07-01 17:50:00 CDT,+72,+70,+71.6012,+85.102,+3.27652,+3.27652,COOL
2004-07-01 17:55:00 CDT,+72,+70,+71.8344,+85.012,+3.27547,+3.27547,COOL
2004-07-01 18:00:00 CDT,+72,+70,+72.1086,+84.922,+3.27599,+3.27599,COOL
2004-07-01 18:05:00 CDT,+72,+70,+72.4308,+84.847,+3.27181,+3.27181,COOL
2004-07-01 18:10:00 CDT,+72,+70,+72.2923,+84.772,+0,+3.26797,OFF
2004-07-01 18:15:00 CDT,+72,+70,+72,+84.697,+0,+3.26549,OFF
2004-07-01 18:20:00 CDT,+72,+70,+71.6703,+84.622,+0,+3.26704,OFF
2004-07-01 18:25:00 CDT,+72,+70,+71.6231,+84.547,+3.26588,+3.26588,COOL
2004-07-01 18:30:00 CDT,+72,+70,+71.87,+84.472,+3.26342,+3.26342,COOL
2004-07-01 18:35:00 CDT,+72,+70,+72.1688,+84.397,+3.26072,+3.26072,COOL
2004-07-01 18:40:00 CDT,+72,+70,+72.4908,+84.322,+0,+3.2603,OFF
2004-07-01 18:45:00 CDT,+72,+70,+72.244,+84.247,+0,+3.25758,OFF
2004-07-01 18:50:00 CDT,+72,+70,+71.9562,+84.172,+0,+3.26016,OFF
2004-07-01 18:55:00 CDT,+72,+70,+71.6295,+84.097,+0,+3.25149,OFF
2004-07-01 19:00:00 CDT,+72,+70,+71.6535,+84.022,+3.25222,+3.25222,COOL
2004-07-01 19:05:00 CDT,+72,+70,+71.9403,+83.932,+3.2388,+3.2388,COOL
2004-07-01 19:10:00 CDT,+72,+70,+72.2832,+83.842,+3.23933,+3.23933,COOL
2004-07-01 19:15:00 CDT,+72,+70,+72.3951,+83.752,+0,+3.23682,OFF
2004-07-01 19:20:00 CDT,+72,+70,+72.1462,+83.662,+0,+3.23284,OFF
2004-07-01 19:25:00 CDT,+72,+70,+71.8494,+83.572,+0,+3.23185,OFF
2004-07-01 19:30:00 CDT,+72,+70,+71.5086,+83.482,+0,+3.23209,OFF
2004-07-01 19:35:00 CDT,+72,+70,+71.8057,+83.392,+3.22779,+3.22779,COOL
2004-07-01 19:40:00 CDT,+72,+70,+72.2049,+83.302,+3.22506,+3.22506,COOL
2004-07-01 19:45:00 CDT,+72,+70,+72.4089,+83.212,+0,+3.22554,OFF
2004-07-01 19:50:00 CDT,+72,+70,+72.1496,+83.122,+0,+3.22415,OFF
2004-07-01 19:55:00 CDT,+72,+70,+71.834,+83.032,+0,+3.21892,OFF
2004-07-01 20:00:00 CDT,+72,+70,+71.5385,+82.942,+3.21652,+3.21652,COOL
2004-07-01 20:05:00 CDT,+72,+70,+71.9909,+82.702,+3.20565,+3.20565,COOL
2004-07-01 20:10:00 CDT,+72,+70,+72.4589,+82.462,+0,+3.21084,OFF
2004-07-01 20:15:00 CDT,+72,+70,+72.1817,+82.222,+0,+3.20222,OFF
2004-07-01 20:20:00 CDT,+72,+70,+71.8264,+81.982,+0,+3.19563,OFF
2004-07-01 20:25:00 CDT,+72,+70,+71.6723,+81.742,+3.18982,+3.18982,COOL
2004-07-01 20:30:00 CDT,+72,+70,+72.4636,+81.502,+3.18023,+3.18023,COOL
2004-07-01 20:35:00 CDT,+72,+70,+72.2069,+81.262,+0,+3.18294,OFF
2004-07-01 20:40:00 CDT,+72,+70,+71.7866,+81.022,+0,+3.17595,OFF
2004-07-01 20:45:00 CDT,+72,+70,+71.9595,+80.782,+3.16872,+3.16872,COOL
2004-07-01 20:50:00 CDT,+72,+70,+72.3275,+80.542,+0,+3.16782,OFF
2004-07-01 20:55:00 CDT,+72,+70,+71.8967,+80.302,+0,+3.15976,OFF
2004-07-01 21:00:00 CDT,+72,+70,+71.9779,+80.062,+3.15254,+3.15254,COOL
2004-07-01 21:05:00 CDT,+72,+70,+72.2599,+79.807,+0,+3.14879,OFF
2004-07-01 21:10:00 CDT,+72,+70,+71.6839,+79.552,+0,+3.1405,OFF
2004-07-01 21:15:00 CDT,+72,+70,+72.4343,+79.297,+0,+3.1405,OFF
2004-07-01 21:20:00 CDT,+72,+70,+71.944,+79.042,+0,+3.13097,OFF
2004-07-01 21:25:00 CDT,+72,+70,+72.4081,+78.787,+3.118,+3.118,COOL
2004-07-01 21:30:00 CDT,+72,+70,+72.0531,+78.532,+0,+3.11938,OFF
2004-07-01 21:35:00 CDT,+72,+70,+72.2348,+78.277,+3.10752,+3.10752,COOL
2004-07-01 21:40:00 CDT,+72,+70,+72.0593,+78.022,+0,+3.10436,OFF
2004-07-01 21:45:00 CDT,+72,+70,+72.4978,+77.767,+0,+3.10436,OFF
2004-07-01 21:50:00 CDT,+72,+70,+71.9637,+77.512,+0,+3.08836,OFF
2004-07-01 21:55:00 CDT,+72,+70,+72.4232,+77.257,+0,+3.08836,OFF
2004-07-01 22:00:00 CDT,+72,+70,+71.712,+77.002,+0,+3.07837,OFF
2004-07-01 22:05:00 CDT,+72,+70,+72.2802,+76.837,+0,+3.07837,OFF
2004-07-01 22:10:00 CDT,+72,+70,+72.0132,+76.672,+3.06668,+3.06668,COOL
2004-07-01 22:15:00 CDT,+72,+70,+72,+76.507,+0,+3.06502,OFF
2004-07-01 22:20:00 CDT,+72,+70,+72.3759,+76.342,+0,+3.06502,OFF
2004-07-01 22:25:00 CDT,+72,+70,+71.4442,+76.177,+3.05372,+3.05372,COOL
2004-07-01 22:30:00 CDT,+72,+70,+72.0799,+76.012,+0,+3.05385,OFF
2004-07-01 22:35:00 CDT,+72,+70,+72.3859,+75.847,+0,+3.05385,OFF
2004-07-01 22:40:00 CDT,+72,+70,+71.628,+75.682,+3.0429,+3.0429,COOL
2004-07-01 22:45:00 CDT,+72,+70,+72.0165,+75.517,+0,+3.04332,OFF
2004-07-01 22:50:00 CDT,+72,+70,+72.3326,+75.352,+0,+3.04332,OFF
2004-07-01 22:55:00 CDT,+72,+70,+72.4806,+75.187,+0,+3.04332,OFF
2004-07-01 23:00:00 CDT,+72,+70,+71.7099,+75.022,+0,+3.02903,OFF
2004-07-01 23:05:00 CDT,+72,+70,+72.1701,+74.857,+0,+3.02903,OFF
2004-07-01 23:10:00 CDT,+72,+70,+72.3604,+74.692,+0,+3.02903,OFF
2004-07-01 23:15:00 CDT,+72,+70,+72.4555,+74.527,+0,+3.02903,OFF
2004-07-01 23:20:00 CDT,+72,+70,+71.5944,+74.362,+3.00913,+3.00913,COOL
2004-07-01 23:25:00 CDT,+72,+70,+71.9489,+74.197,+0,+3.00968,OFF
2004-07-01 23:30:00 CDT,+72,+70,+72.2341,+74.032,+0,+3.00968,OFF
2004-07-01 23:35:00 CDT,+72,+70,+72.3563,+73.867,+0,+3.00968,OFF
2004-07-01 23:40:00 CDT,+72,+70,+72.4204,+73.702,+0,+3.00968,OFF
2004-07-01 23:45:00 CDT,+72,+70,+72.4626,+73.537,+0,+3.00968,OFF
